hip,ra,dec,mag,spect,ci,con,var_min,var_max
15079,3.24037,-42.672955,8.25,K2III,1.297,Eri,,
15080,3.240727,-7.17802,8.48,K2,1.393,Eri,,
15081,3.240919,13.073889,8.79,A0,0.318,Ari,,
15082,3.241016,-0.326334,9.43,F0,0.453,Cet,,
15083,3.242224,12.656933,9.36,G0,0.801,Ari,,
15084,3.242467,-9.686901,7.68,F5,0.456,Eri,,
15085,3.242622,-14.838146,9.16,F5/F6V,0.5,Eri,,
15086,3.242674,61.7156,7.88,A0V,0.054,Cas,,
15087,3.242796,52.348268,10.3,K5:,1.589,Per,10.353,10.243
15089,3.243373,-2.332796,7.13,M...,1.593,Eri,,
15090,3.243475,2.754555,8.61,F2,0.439,Cet,8.913,8.573
15091,3.244339,34.803861,8.71,G5,1.039,Per,,
15092,3.244469,-35.557665,6.88,G2V,0.74,For,6.904,6.864
15093,3.245075,-6.702446,7.17,K0,1.112,Eri,,
15094,3.245556,39.910138,9.22,A0,0.074,Per,,
15095,3.245725,-26.446249,9.17,K5V,1.235,For,,
15096,3.246079,-33.861203,8.79,F7V,0.541,For,,
15097,3.246076,51.58982,8.74,A0,0.269,Per,,
15098,3.246127,18.028631,8.95,F,0.357,Ari,,
15099,3.246451,8.980792,7.83,K0,0.861,Cet,,
15100,3.246447,20.341352,9.16,G5,0.38,Ari,,
15101,3.246652,-21.748931,8.51,K2III,1.171,Eri,,
15102,3.246772,32.658515,8.04,G5,0.96,Per,,
15103,3.24711,-33.429246,8.5,F3V,0.428,For,,
15104,3.24719,-14.443276,7.82,K0III,1.127,Eri,,
15105,3.2474,47.155042,7.96,B9III,0.026,Per,,
15106,3.247846,-50.552127,7.57,F3V,0.471,Hor,,
15107,3.247931,-30.735503,10.54,G0,0.303,For,10.608,10.468
15108,3.248068,-59.513507,6.75,K3III,1.36,Ret,,
15109,3.248104,15.527143,9.51,F8,0.642,Ari,,
15110,3.24836,21.044441,4.87,A1V,-0.007,Ari,,
15111,3.248616,56.304793,8.57,G5,0.696,Per,,
15112,3.248627,-60.635689,8.15,F3IV,0.418,Ret,,
15113,3.248679,13.142368,9.64,F8,0.6,Ari,,
15114,3.248698,48.695797,7.9,B5Ve,0.243,Per,,
15115,3.248804,4.300178,8.85,A0,0.23,Cet,,
15116,3.248805,-15.64083,10.05,K5,1.066,Eri,10.11,9.99
15117,3.248832,12.432396,9.48,F8,0.652,Ari,,
15118,3.249049,42.503637,6.07,K2III,1.093,Per,,
15119,3.249182,-44.120463,7.83,G8III,0.955,Eri,,
15120,3.249301,-69.782746,7.24,K0III,0.97,Hyi,,
15121,3.249453,-12.707863,9.83,G0V,0.577,Eri,9.893,9.773
15122,3.249538,-21.399798,11.42,,0.785,Eri,11.492,11.352
15123,3.249846,0.903031,8.57,K0,1.088,Cet,,
15124,3.250073,35.723925,9.05,A2,0.033,Per,,
15125,3.250075,-26.100459,6.25,A1V,0.038,For,,
15126,3.251322,1.037555,10.23,G5,0.674,Cet,,
15127,3.251343,-13.827977,7.36,K0III,0.987,Eri,,
15128,3.251655,-5.470367,8.77,A2,0.28,Eri,,
15130,3.251779,-39.051679,8.21,A8/A9V,0.358,For,,
15129,3.251803,16.255277,8.44,G0,0.582,Ari,,
15131,3.251784,-45.664823,6.75,G3V,0.586,Hor,,
15133,3.251893,-48.522134,9.1,G5/G6V,0.2,Hor,,
15132,3.25191,-74.720384,11.29,K0,0.98,Hyi,11.38,11.19
15135,3.252099,73.868145,6.57,K0,1.465,Cas,,
15134,3.252126,16.303396,8.83,G0,0.67,Ari,,
15136,3.252136,-61.375589,8.7,K0III,0.965,Ret,,
15137,3.252264,14.896601,10.98,A5,0.048,Ari,11.043,10.923
15138,3.252396,63.958234,8.84,B8,0.183,Cas,,
15139,3.253036,59.911892,9.09,B0.5IV:nn,0.534,Cas,9.166,9.006
15140,3.253071,-64.443882,6.62,F5m,0.485,Ret,,
15141,3.253111,29.050337,7.89,K2,1.206,Ari,,
15142,3.253705,-28.345002,7.7,K2III,1.305,For,,
15143,3.253775,37.268843,7.92,A0,0.047,Per,,
15144,3.253862,-64.445278,9.69,F5,0.581,Ret,,
15145,3.254014,46.581027,9.65,M7,1.598,Per,10.072,9.372
15146,3.254184,34.628986,9.63,K2,0.92,Per,,
15147,3.254212,-20.019039,7.02,A0/A1V,0.016,Eri,,
15148,3.254336,-12.987313,7.76,K1III,1.119,Eri,,
15149,3.254607,-41.230217,8.17,G8III,1.053,Eri,,
15150,3.254653,59.91365,8.83,B1:V:nnpe,0.64,Cas,,
15151,3.254715,36.47584,7.65,B8,0.238,Per,,
15152,3.254751,-37.041695,8.66,F5V,0.511,For,,
15153,3.255201,14.303084,8,F8,0.615,Ari,,
15154,3.255677,30.556689,5.61,A1Vs,0.012,Ari,,
15156,3.255869,68.377583,9.39,K2,1.093,Cas,,
15155,3.255951,-70.294974,10.26,,0.942,Hyi,,
15157,3.256074,5.840719,10.17,F2,0.542,Cet,,
15158,3.256257,-1.178638,8.58,F8,0.536,Cet,,
15159,3.25638,47.278252,9.09,A4V,0.25,Per,,
15160,3.256544,49.440296,10.12,F7V,0.516,Per,,
15161,3.256617,-38.999795,7.75,F2V,0.438,For,,
15162,3.257428,-39.762056,7.08,K0IIICN...,1.236,Eri,,
15163,3.257754,-34.843641,7.85,K5III,1.543,For,,
15164,3.257862,-30.411162,9.94,F2,0.365,For,10,9.88
15165,3.258164,-18.17488,7.28,F3IV,0.446,Eri,,
15166,3.258174,-54.62712,8.57,G8III/IV,0.978,Hor,,
15167,3.258449,51.51782,9.74,K5,0.633,Per,9.835,9.685
15168,3.258688,1.791202,9.3,K0,1.052,Cet,,
15170,3.25873,-38.697865,8.94,K1,1.169,For,,
15169,3.258736,4.043939,9.86,G0,0.549,Cet,,
15171,3.258747,50.925743,8.47,K5,1.536,Per,,
15172,3.25879,-16.554891,8.89,A7m...,0.288,Eri,,
15173,3.258822,-8.770095,6.61,K0,1.154,Eri,,
15174,3.258839,-0.479289,8.53,G5,0.955,Cet,,
15175,3.258857,-33.173988,8.59,K3III,1.524,For,,
15176,3.259077,-57.8216,8.64,K1III,1.064,Ret,,
15177,3.259606,26.903355,7.92,A5,0.268,Ari,,
15178,3.260268,-43.285266,8.09,M1III,1.627,Eri,,
15179,3.260393,52.749791,8.65,A0,0.295,Per,,
15180,3.260689,61.127945,7.59,B5III,0.027,Cas,,
15181,3.261082,24.543588,8.12,A0,0.136,Ari,,
15182,3.261498,38.517408,7.98,B9,0.201,Per,,
15183,3.262056,34.206199,9.03,A0,0.171,Per,,
15184,3.262149,58.752542,8.71,K5,1.377,Cas,,
15185,3.262179,-39.063218,7.79,M1III,1.586,For,,
15186,3.262334,-45.540893,9.01,M3III:,1.514,Hor,,
15187,3.262613,80.130346,6.7,K0,1.069,Cep,,
15188,3.26274,-16.828748,7.97,B3V,-0.124,Eri,8.005,7.905
15189,3.262795,21.165141,7.91,F2,0.359,Ari,,
15190,3.262965,-25.16127,8.73,K1III,1.114,For,,
15191,3.263095,32.856712,6.3,F4Vwvar,0.366,Per,,
15192,3.263325,57.14062,5.79,A0Ia,0.644,Per,,
15194,3.263505,-18.362169,8.26,K0/K1III,1.2,Eri,,
15193,3.263519,50.95589,6.46,A0,0.1,Per,6.635,6.445
15195,3.26385,-26.39235,9.24,K0,1.269,For,,
15196,3.263894,-26.500576,9.59,G8IV/V,0.885,For,,
15197,3.263896,-8.81973,4.8,A5m,0.232,Eri,,
15198,3.264808,20.702087,8.08,A0,0.073,Ari,,
15199,3.264835,-14.799115,7.85,G2V,0.614,Eri,,
15200,3.264856,-27.128371,8.35,K5III,1.561,For,,
15201,3.265951,-77.388454,5.51,F4III,0.438,Hyi,,
15202,3.266324,60.200472,9.04,F6IV,0.644,Cas,,
15203,3.266904,-5.918705,6.17,B9V,-0.018,Eri,,
15204,3.267182,34.688513,6.25,A1m,0.29,Per,6.259,6.239
15205,3.267162,35.045163,7.57,F5,0.493,Per,,
15206,3.267534,11.628448,8.01,G5,0.608,Ari,,
15207,3.267625,3.396725,9.18,G0,0.719,Cet,,
15208,3.267745,-28.63441,8.51,F3V,0.398,For,,
15209,3.267903,45.346133,6.15,M2III,1.674,Per,,
15210,3.267924,-19.354627,8.07,G8/K0III,1.011,Eri,,
15211,3.268305,-5.854405,10.22,,0.936,Eri,,
15212,3.268327,-59.015878,9.43,F8V,0.53,Ret,,
15213,3.268402,-7.927056,7.37,K2,1.238,Eri,,
15214,3.26879,7.081866,9.4,F2,0.453,Cet,,
15215,3.268818,51.56678,8.17,F8,0.568,Per,,
15216,3.269029,41.860245,8.61,A5,0.309,Per,,
15217,3.269671,60.115942,7.54,K0,0.87,Cam,,
15218,3.269807,-30.827468,6.64,B9V,-0.035,For,,
15219,3.270057,50.937664,5.04,G5II,1.107,Per,,
15220,3.270442,58.16738,10.53,M2,1.43,Cam,10.656,10.446
15221,3.270559,43.657042,8.88,K2,1.706,Per,,
15222,3.270766,35.782293,9.52,A0,0.224,Per,,
15223,3.270848,-10.858978,8.97,K0,1.469,Eri,,
15224,3.270915,-11.985927,7.14,K3III,1.595,Eri,,
15225,3.271159,-63.28066,8.65,F5V,0.502,Ret,,
15226,3.271526,31.92584,8.86,K0,1.538,Per,,
15227,3.272052,19.337771,7.86,K0,1.132,Ari,,
15228,3.272214,76.575217,8.94,K0,1.129,Cas,,
15229,3.272691,-80.486056,9.09,G8III/IV,0.977,Hyi,,
15230,3.272701,-5.730464,6.3,K5,1.648,Eri,,
15231,3.273132,57.287524,9.21,B8,0.31,Per,,
15232,3.273586,66.380267,6.7,A0,0.049,Cas,,
15233,3.273736,13.851491,8.47,K2,1.542,Ari,,
15234,3.274083,38.09887,10.67,K5:,1.188,Per,,
15235,3.274008,-28.180005,10.5,R,1.03,For,10.555,10.445
15236,3.274275,-4.287298,7.09,A2,0.101,Eri,,
15237,3.275167,-72.231071,11.09,,,Hyi,11.147,10.997
15238,3.275687,26.20863,8.57,A2,0.298,Ari,,
15239,3.275755,-35.691183,7.04,A3V,0.135,For,,
15240,3.275849,-47.295378,8.38,K0III,0.984,Hor,,
15241,3.276442,32.184018,5.98,G8IV,0.988,Per,6.024,5.944
15242,3.276525,-28.492651,9.03,G0V,0.582,For,,
15243,3.276598,-20.234748,9.58,A5III,0.23,Eri,,
15244,3.276602,-9.154676,6.14,F1V,0.407,Eri,,
15245,3.276796,-7.327526,9.71,F5,0.534,Eri,,
15246,3.277711,69.979146,7.54,A0,0.097,Cas,,
15247,3.277964,-3.530261,7.48,F5,0.534,Eri,,
15248,3.27818,-71.318382,9.14,F6V,0.467,Hyi,,
15249,3.278508,15.657229,8.76,G5,0.67,Ari,,
15250,3.278775,-8.936008,9.78,F0,0.35,Eri,9.841,9.731
15251,3.278997,-3.363979,7.71,B8,-0.019,Eri,,
15252,3.279055,-41.270802,7.91,F5V,0.5,Eri,,
15253,3.279354,5.019475,9.22,G5,0.605,Cet,,
15254,3.27935,-32.089333,9.5,G8III,0.775,For,9.557,9.447
15255,3.279375,-52.928406,9.08,G6V,0.736,Hor,,
15256,3.279741,-2.583959,9.22,F8,0.618,Eri,,
15257,3.280075,-22.07236,8.28,K0III,0.5,Eri,,
15258,3.280239,-45.755442,9.34,G5/G6V,0.67,Hor,,
15259,3.280302,51.218185,7.2,B9,0.036,Per,,
15260,3.280469,-29.585411,10.59,A,0.35,For,10.685,10.505
15261,3.281096,48.12984,8.72,B,0.308,Per,,
15262,3.281198,-35.712914,8.81,G5V,0.661,For,,
15263,3.281253,-1.474234,10.5,F8,0.524,Eri,,
15264,3.28155,2.339343,8.75,K0,1.14,Cet,,
15265,3.281964,-31.352188,7.15,A1m...,0.227,For,,
15266,3.282322,31.030536,9.4,K2,0.9,Ari,,
15267,3.282498,23.126759,7.32,K0,1.296,Ari,,
15268,3.282575,22.833496,9.14,K0,1.249,Ari,,
15269,3.282904,-32.925837,8.5,F7V,0.587,For,,
15270,3.283265,60.067489,7.48,B2.5IV-V,0.078,Cam,,
15271,3.283341,-50.653445,8.63,M1III:,1.681,Hor,,
15272,3.2835,-63.330519,7.6,K2III,1.101,Ret,,
15273,3.283759,25.586696,8.25,F5,0.427,Ari,,
15274,3.28435,28.758958,7.4,A0,0.003,Ari,,
15275,3.284354,-13.370066,9.18,A9V,0.346,Eri,,
15276,3.284432,28.484205,8.43,F8,0.515,Ari,,
15277,3.285083,67.090779,7.99,A2,0.31,Cas,,
15278,3.285142,24.03515,8.96,G5,0.719,Ari,,
15279,3.285834,6.799888,6.96,A3,0.263,Cet,,
15281,3.286136,-4.139759,7.39,A5,0.311,Eri,,
15280,3.286141,-23.026625,8.95,G3/5V + G3/5,0.603,Eri,9.013,8.903
15282,3.286515,40.482979,6.44,B9p,-0.027,Per,,
15283,3.286562,15.406627,8.48,K0,1.14,Ari,,
15284,3.286625,1.558063,7.77,A2,0.214,Cet,,
15285,3.286777,17.572937,7.41,K5,1.72,Ari,,
15286,3.28746,-20.685789,9.63,K3V,1.078,Eri,,
15287,3.287462,-16.063096,9.41,F6V,0.466,Eri,9.45,9.35
15288,3.287562,10.142176,9.16,F8,0.501,Cet,,
15289,3.287747,65.119675,8.04,G5,1.335,Cam,,
15290,3.28803,-49.968495,8.95,G8/K0III/IV,0.921,Hor,,
15291,3.288168,-23.520269,6.61,K3III,1.503,Eri,,
15292,3.288536,3.138755,9.21,F5,0.465,Cet,,
15293,3.288585,-43.407322,8.66,K3/K4III:,1.6,Eri,,
15294,3.288701,58.177807,9.43,B8,0.253,Cam,,
15295,3.289233,36.354519,7.83,A0,0.141,Per,,
15297,3.289308,54.709481,9.99,A0,0.346,Per,,
15296,3.289336,78.874997,6.76,F0,0.257,Cep,,
15298,3.289556,9.105972,9.28,K0,1.089,Cet,,
15299,3.28956,5.752984,10.1,F5,0.502,Cet,,
15300,3.28968,26.315033,11.11,M0,1.408,Ari,11.162,11.012
15301,3.289728,-40.469935,8.61,G3V,0.61,Eri,,
15302,3.289804,-0.159816,8.55,F0,0.311,Cet,,
15303,3.290096,-18.393948,9.12,G8IV,0.943,Eri,,
15304,3.290663,7.655807,7.38,F8,0.567,Cet,,
15305,3.290722,-47.751664,5.84,K2III,1.228,Hor,,
15306,3.291017,61.729102,8.58,K0,1.238,Cam,,
15307,3.291589,-87.216017,9.05,A4:m...,0.397,Oct,,
15308,3.291679,-51.928475,10.06,G0,0.538,Hor,10.103,9.963
15309,3.292093,65.658367,6.41,A3V,0.079,Cam,,
15310,3.292439,7.690152,7.78,G0,0.617,Cet,,
15311,3.292678,-78.5002,9.19,K0,1.132,Hyi,,
15312,3.293078,-27.696495,11.58,,1.463,For,11.656,11.506
15313,3.29307,42.675113,7.51,F0,0.331,Per,,
15314,3.293212,-17.645257,9.05,G3V,0.631,Eri,,
15315,3.293666,-55.482546,8.7,G8III,1.036,Hor,,
15316,3.293677,-46.20169,8.65,M1/M2III,1.61,Hor,,
15317,3.293787,69.460158,7.9,A0,0.145,Cas,,
15318,3.2939,-33.246056,9.92,F6V,0.503,For,9.986,9.866
15319,3.294142,-9.9489,9.85,F8,0.47,Eri,,
15320,3.294197,-31.241623,9.44,G6V,0.711,For,9.491,9.391
15321,3.294225,64.205612,10.68,A0,0.573,Cam,11.046,10.576
15322,3.294273,46.948973,7.53,A0,0.058,Per,,
15323,3.29446,31.127048,6.4,G0,0.574,Ari,,
15324,3.294559,-38.961905,8.31,M2/M3,1.633,For,8.365,8.235
15325,3.294723,-63.077219,8.11,F7V,0.561,Ret,,
15326,3.294958,70.31284,8.8,K0,0.983,Cas,,
15327,3.295349,50.361025,7.51,A0,0.133,Per,,
15328,3.295393,-40.336687,8.77,F8V,0.528,Eri,,
15329,3.295555,38.639222,7.26,G0,0.609,Per,,
15331,3.29562,-68.159824,8.05,F5V,0.495,Hyi,,
15330,3.295903,-62.575322,5.53,G2V,0.641,Ret,,
15332,3.295886,25.251761,11.84,K:,1.46,Ari,11.923,11.733
15333,3.295927,3.681439,7.8,K0,1.018,Cet,,
15334,3.296042,39.283373,5.97,A2IV,0.056,Per,,
15335,3.296039,-12.22163,8.71,K0III,1.049,Eri,,
15336,3.29609,72.89928,9.2,A0,0.294,Cas,,
15337,3.296113,51.900224,8.2,K2,1.316,Per,,
15338,3.296485,44.025024,5.49,B8V...,-0.06,Per,,
15339,3.297024,-49.285338,8.56,A0V,0.065,Hor,,
15340,3.297032,-70.480723,8.53,K2III,1.214,Hyi,,
15341,3.297155,22.832191,7.64,A3,0.267,Ari,,
15342,3.297377,-11.857023,9.54,F8/G0V,0.55,Eri,,
15343,3.297443,-26.352414,7.58,F7V,0.584,For,,
15344,3.297725,-5.916614,8.95,F0,0.289,Eri,,
15345,3.297894,13.847227,7.54,A0,0.112,Ari,,
15346,3.297933,-59.608444,9.05,G8III,1.056,Ret,,
15347,3.298067,-61.040956,8.33,M0III,1.583,Ret,,
15348,3.298398,29.44663,8.79,G5,0.856,Ari,,
15349,3.298952,-15.508718,9.57,F3V,0.48,Eri,9.617,9.507
15350,3.298979,53.894289,8.99,F8,0.554,Per,,
15351,3.299311,-11.314116,9.82,G0,0.545,Eri,,
15352,3.299372,-22.481156,9.07,G8IV,1.078,Eri,,
15353,3.299728,-66.926853,6.03,A3V,0.133,Ret,,
15354,3.29973,-10.442873,7.02,G5,0.93,Eri,,
15355,3.299915,39.727347,8.62,F8,0.585,Per,,
15356,3.300145,-10.570233,8.93,F5,0.44,Eri,,
15357,3.300717,-28.797075,5.93,F3V+...,0.337,For,,
15358,3.300998,-50.215467,10.64,,1.243,Hor,10.702,10.572
15359,3.301052,-52.855907,9.19,K0III,1.008,Hor,,
15360,3.30111,-30.403275,11.01,,1.451,For,11.108,10.938
15361,3.301164,24.877204,7.82,F0,0.446,Ari,7.9,7.74
15362,3.30126,6.484326,8.8,G5,0.702,Cet,,
15364,3.301453,46.568785,8.73,A0,0.176,Per,,
15363,3.30146,49.906064,9.94,F6V,0.509,Per,,
15365,3.301794,4.969426,7.99,A3,0.287,Cet,,
15366,3.302058,38.252072,10.29,M1,1.449,Per,,
15367,3.302104,-24.951267,9.69,G0,0.687,For,,
15368,3.302132,8.04426,11.47,K7,0.9,Cet,11.529,11.399
15369,3.302713,45.241254,8.6,A0,0.102,Per,,
15370,3.302889,-38.379451,8.35,G8III,0.919,For,,
15371,3.303309,-62.506363,5.24,G1V,0.6,Ret,,
15372,3.303406,72.793476,8.22,F2,0.47,Cas,,
15373,3.303878,-13.82927,8.27,A6V,0.243,Eri,,
15374,3.304194,9.24515,11.91,M0V:,1.341,Cet,12.006,11.796
15375,3.304215,12.823838,7.76,B8,0.225,Ari,,
15376,3.304957,-21.925009,9.22,G8/K0V,0.766,Eri,,
15377,3.305177,55.79943,9.05,A5,0.58,Per,,
15378,3.305495,-9.731561,7.86,B8,0.015,Eri,,
15379,3.305508,-30.130734,10.52,Gp,1.36,For,10.595,10.435
15380,3.305538,24.081817,7.25,K0,1.178,Ari,,
15381,3.305552,18.171623,7.52,G0,0.642,Ari,,
15382,3.30614,-22.511118,4.86,K0III,0.904,Eri,,
15383,3.306229,-0.930288,5.62,K1IV,1.05,Cet,,
15384,3.30633,-4.491343,9.93,G0,0.55,Eri,,
15385,3.306471,31.036216,8.11,B9,0.197,Ari,,
15386,3.306497,-27.363417,10.46,F2,0.5,For,10.52,10.37
15387,3.306618,-48.996489,9.09,K0III,0.999,Hor,,
15388,3.306639,50.555703,8.04,A0,0.191,Per,,
15389,3.306866,-55.822536,8.28,B9.5V,-0.01,Hor,,
15390,3.307063,-42.274466,8.65,K0III,1.039,Eri,,
15391,3.307079,-39.993473,8.55,K1III,1.176,Eri,,
15392,3.307149,-24.101806,8.54,A9V,0.322,For,,
15393,3.307438,28.713529,8.64,A2,0.343,Ari,,
15394,3.307538,15.177348,7.42,G5,0.79,Ari,,
15395,3.307773,6.227622,10.07,F0,0.413,Cet,,
15396,3.308032,-7.140455,11.22,,0.46,Eri,11.286,11.156
15397,3.30848,5.813874,9.1,K0,1.128,Cet,,
15398,3.308645,-73.064223,8.45,K0III,1.094,Hyi,,
15399,3.309039,44.719553,6.95,A0,0.109,Per,,
15400,3.3096,-51.297012,8,A9/F0V,0.3,Hor,,
15401,3.309778,10.312375,12.25,M1V:,1.485,,12.357,12.117
15402,3.309856,-38.302227,8.43,K0III,1.096,For,,
15403,3.310276,35.548737,8.65,A0,0.14,Per,,
15404,3.310482,50.222174,5.16,B3V,-0.073,Per,,
15405,3.310614,72.275122,8.89,F8,0.746,Cas,,
15406,3.310638,32.665815,11.33,,1.474,Per,11.39,11.25
15407,3.310778,-42.642109,8.4,F5V,0.5,Eri,,
15408,3.311013,77.323201,8.23,M0,1.787,Cas,8.274,8.174
15409,3.31124,-35.167152,8.12,K2III,1.291,For,,
15410,3.31128,47.025446,8.28,F0,0.407,Per,,
15411,3.311429,-18.559794,5.72,F3V,0.381,Eri,,
15413,3.311456,-14.253972,7.76,K1III,1.28,Eri,,
15412,3.31146,18.472875,8.7,G5,0.71,Ari,,
15414,3.311938,64.907887,8.6,B9,0.218,Cam,,
15415,3.312043,75.994139,9.67,K5,1.037,Cas,9.736,9.616
15416,3.312174,34.222653,4.85,K2II,1.491,Per,,
15418,3.312213,-25.428901,8.51,G2V,0.8,For,,
15419,3.312306,82.096523,9.18,K5,1.627,Cep,,
15420,3.312434,49.769954,7.95,A2V,0.122,Per,,
15421,3.312449,-41.16005,9.06,K3/K4III:,1.34,Eri,,
15422,3.312628,-44.308662,10.48,G,0.456,Eri,10.538,10.398
15423,3.312832,7.393222,9.14,F5,0.605,Cet,,
15424,3.312926,59.634486,8.4,B5III,0.202,Cam,,
15425,3.313755,-15.551359,7.65,K2/K3IIICN.,1.306,Eri,,
15426,3.313814,-8.596792,8.17,K2,1.327,Eri,,
15427,3.313965,4.209599,9,G5,0.704,Cet,,
15428,3.31445,47.224307,9.64,F5,0.457,Per,,
15429,3.314565,52.030055,9.75,B5Ib,0.59,Per,9.794,9.684
15431,3.314665,-14.886814,8.86,F0V,0.313,Eri,,
15430,3.314697,-1.019145,9.51,G5,0.72,Cet,,
15432,3.314705,-36.127096,8.19,F3V,0.409,For,,
15433,3.314712,7.289964,9.45,F2,0.388,Cet,,
15434,3.315163,-57.978925,7.45,K0IV,1.056,Ret,,
15435,3.315627,45.304462,8.38,F5,0.516,Per,,
15436,3.315842,2.304213,9,G0,0.568,Cet,,
15437,3.315877,41.186331,9.12,K0,1.1,Per,,
15438,3.316037,-73.986235,7.23,F3V,0.413,Hyi,,
15439,3.316184,-36.392964,11.84,,1.54,For,11.962,11.712
15440,3.316365,-4.746874,8.5,K0,0.947,Eri,,
15441,3.316798,-65.888111,7.41,F7IV,0.519,Ret,,
15442,3.317193,-2.843195,7.05,G0,0.655,Eri,,
15443,3.318094,3.608561,11.26,G0,0.637,Cet,11.328,11.118
15444,3.318787,50.094966,5.05,B5V,-0.067,Per,,
15445,3.319403,-65.728031,7.31,A4IV/V,0.175,Ret,,
15446,3.319518,41.271666,10.55,,1.101,Per,10.607,10.497
15447,3.319536,33.327646,9.35,F2,0.404,Per,,
15448,3.319559,56.915386,8.6,K7,1.878,Per,,
15449,3.320025,-35.494772,8.75,F2V,0.416,For,,
120027,3.320319,-73.648398,10.65,,1.279,Hyi,10.717,10.587
15450,3.321175,45.986343,8.76,A0...,0.202,Per,,
15451,3.321545,-50.875239,8.22,F3V,0.466,Hor,,
15452,3.321594,-35.004232,7.06,F2IV/V,0.373,For,,
15453,3.321674,11.455934,11.22,,,Ari,11.276,11.156
15454,3.321642,42.610336,8.59,K0,0.944,Per,,
15455,3.321812,45.951308,9.68,F0,0.369,Per,9.849,9.639
15456,3.321979,39.055476,7.27,F2,0.362,Per,,
15457,3.322693,3.370198,4.84,G5Vvar,0.681,Cet,4.864,4.824
15458,3.322795,-17.424256,8.77,G8III,1.013,Eri,,
15459,3.322824,-48.831922,9.17,F5V,1,Hor,,
15460,3.322894,49.306974,10.14,K0,0.726,Per,,
15461,3.322982,0.042404,9.63,G0,0.673,Cet,,
15462,3.323208,-36.564873,7.7,F5V,0.486,For,,
15463,3.323369,80.333903,8.21,G5,1.106,Cep,,
15464,3.323505,-56.515536,8.43,G8III,1.074,Hor,,
15465,3.323909,-1.065621,10.19,M2e(S)-M6e,1.5,Cet,11.861,9.121
15466,3.32403,38.013278,10.79,M0,1.769,Per,10.873,10.733
15467,3.324228,2.73257,10.06,F0,0.391,Cet,,
15468,3.324263,36.87625,7.94,K0,1.05,Per,,
15469,3.324287,-31.56104,8.76,F8V,0.527,For,,
15470,3.324503,-81.751251,8.65,K2III,1.264,Hyi,,
15471,3.324637,12.61544,8.74,K2,1.495,Ari,,
15472,3.324869,63.370636,9.31,A2,0.115,Cam,9.37,9.26
15473,3.32497,-45.104934,8.93,G3V,0.634,Eri,,
15474,3.325278,-21.757864,3.7,M3/M4III,1.614,Eri,3.73,3.66
15475,3.325356,-42.570442,7.85,G8/K0IV,1.013,Eri,,
15476,3.325893,44.004478,7.45,G5,1.022,Per,,
15477,3.326113,-7.876541,9.5,F8,0.56,Eri,,
15478,3.326305,-29.863259,9.54,K0,0.859,For,,
15479,3.326363,-24.122902,5.63,M1III,1.663,For,,
15480,3.326406,-5.972345,9.9,F5,0.48,Eri,,
15481,3.326476,-32.84532,10.95,,0.375,For,11.046,10.856
15483,3.326491,-11.409236,7.89,G5,0.995,Eri,,
15482,3.326479,67.23755,8,F8,0.645,Cam,,
15484,3.326508,-38.185051,10.38,G2,,For,10.447,10.337
15485,3.326776,-71.44176,7.94,K0III,1.066,Hyi,,
15486,3.327058,-25.57889,8.22,F3V,0.43,For,,
15487,3.327105,27.542575,7.91,A0,0.169,Ari,,
15488,3.327206,-44.245139,9.32,K2III,1.189,Eri,,
15490,3.327214,-45.342111,9.36,F5V,0.501,Eri,,
15489,3.327207,12.00404,9.78,F5,0.688,Ari,,
15491,3.327265,46.572089,8.98,A2,0.246,Per,,
15492,3.327353,53.710557,8.48,F8,0.606,Per,,
15493,3.327477,-34.02371,9.3,K0V,0.825,For,9.359,9.249
15494,3.327561,40.97851,9.15,K2,1.435,Per,,
15495,3.327724,33.598658,9.67,K2,0.834,Per,,
15496,3.328094,42.176073,8.86,K0,1.035,Per,,
15498,3.328143,47.870705,8.54,A0,0.171,Per,,
15497,3.328166,47.935129,9.64,F8,0.737,Per,,
15499,3.328263,48.91364,9.24,F2V,0.457,Per,,
15500,3.328981,-2.071694,9.03,G0,0.573,Eri,,
15501,3.32914,1.198982,7.27,K0,1,Cet,,
15503,3.329511,5.202627,10.1,F5,0.361,Cet,,
15504,3.329586,-18.844272,7.06,A1/A2IV,0.068,Eri,,
15505,3.329791,48.627919,7.66,A0Vn,0.068,Per,,
15506,3.329934,19.076249,7.43,A0,-0.047,Ari,7.467,7.357
15507,3.330379,-67.159067,8.99,G3V,0.608,Hyi,,
15508,3.331112,13.377072,7.12,F8,0.783,Ari,,
15509,3.331174,20.277166,8.35,A2,0.27,Ari,,
15510,3.331944,-43.069784,4.26,G8V,0.711,Eri,,
15511,3.331662,-30.225931,8.38,F2/F3V,0.418,For,,
15512,3.332068,25.614923,9.56,M0,1.448,Ari,9.613,9.503
15513,3.33213,21.516447,8.76,G0,0.655,Ari,,
15514,3.332166,27.071134,5.91,G8IV,0.86,Ari,,
15515,3.332227,8.699773,7.44,B9,0.04,Cet,,
15516,3.332464,75.2375,7.35,B9,0.07,Cas,,
15517,3.332629,-34.011897,7.45,K0III,0.92,For,,
15518,3.332835,-28.992464,7.56,K3III,1.469,For,,
15519,3.333122,17.500966,7.77,F0,0.335,Ari,,
15520,3.333129,65.652292,4.74,B2.5Vne,-0.108,Cam,4.762,4.712
15521,3.333665,59.864095,9.35,B6V,0.141,Cam,,
